Reported by,Origin (prefectures),Origin (district),Origin (municipality),Origin (Other),Food category,Item,Day of collection,Result found Date,134Cs Radioactivity concentration (Bq/kg),134Cs detection limit (Bq/kg),137Cs Radioactivity concentration (Bq/kg),137Cs detection limit (Bq/kg),134Cs + 137Cs Radioactivity concentration (Bq/kg),134Cs + 137Cs detection limit (Bq/kg),134Cs + 137Cs  exceeded reference value, Remarks
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B152,Wild birds and animals,Wild boar,2012-08-27,2012-10-03,,,,,7.9E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B161,Wild birds and animals,Wild boar,2012-08-27,2012-10-03,,,,,1.2E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kawamata town,B352,Wild birds and animals,Wild boar,2012-08-27,2012-10-03,,,,,6.5E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B253,Wild birds and animals,Wild boar,2012-08-27,2012-10-03,,,,,9.2E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B234,Wild birds and animals,Wild boar,2012-08-28,2012-10-03,,,,,4.2E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kawamata town,B442,Wild birds and animals,Ducks,2012-08-29,2012-10-03,,,,,3.5E+01,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Nishiaizu town,A354,Wild birds and animals,Black bear,2012-08-30,2012-10-03,,,,,2.7E+01,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Kawanuma county Yanaizu town,A152,Wild birds and animals,Black bear,2012-08-30,2012-10-03,,,,,2.8E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B013,Wild birds and animals,Black bear,2012-08-30,2012-10-03,,,,,4.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kennan,Higashishirakawa county Samegawa village,E344,Wild birds and animals,Wild boar,2012-09-01,2012-10-03,,,,,1.8E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Iwaki,Iwaki city,E353,Wild birds and animals,Wild boar,2012-09-02,2012-10-03,,,,,1.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kori town,B641,Wild birds and animals,Ducks,2012-09-02,2012-10-03,,,,,6.9E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B111,Wild birds and animals,Black bear,2012-09-02,2012-10-03,,,,,2.6E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Iwaki,Iwaki city,E473,Wild birds and animals,Wild boar,2012-09-03,2012-12-18,,,,,3.2E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E732,Wild birds and animals,Wild boar,2012-09-04,2012-10-03,,,,,7.9E+01,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Bandai town,B203,Wild birds and animals,Black bear,2012-09-04,2012-10-03,,,,,1.0E+02,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B014,Wild birds and animals,Copper pheasant,2012-09-04,2012-10-03,,,,,1.7E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B004,Wild birds and animals,Black bear,2012-09-06,2012-10-03,,,,,3.8E+01,,,
Fukushima prefecture,Fukushima prefecture,Minamiaizu,Minamiaizu county Minamiaizu town,D741,Wild birds and animals,Black bear,2012-09-06,2012-10-03,,,,,4.3E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B114,Wild birds and animals,Wild boar,2012-09-07,2012-10-03,,,,,1.3E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B144,Wild birds and animals,Wild boar,2012-09-07,2012-10-03,,,,,3.3E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Onuma county Aizumisato town,A162,Wild birds and animals,Black bear,2012-09-08,2012-10-03,,,,,2.5E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B112,Wild birds and animals,Black bear,2012-09-10,2012-10-03,,,,,1.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Soma city,B552,Wild birds and animals,Wild boar,2012-09-12,2012-10-03,,,,,1.3E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Bandai town,A274,Wild birds and animals,Black bear,2012-09-12,2012-10-03,,,,,6.1E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B112,Wild birds and animals,Black bear,2012-09-16,2012-10-03,,,,,2.6E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Adachi county Otama village,B222,Wild birds and animals,Black bear,2012-09-16,2012-10-03,,,,,2.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B372,Wild birds and animals,Wild boar,2012-09-17,2012-10-03,,,,,7.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Ishikawa county Furudono town,E542,Wild birds and animals,Copper pheasant,2012-09-17,2012-10-03,,,,,4.0E+01,,,
Fukushima prefecture,Fukushima prefecture,Soso,Soma city,B573,Wild birds and animals,Ducks,2012-09-18,2012-10-03,,,,,2.2E+01,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Aizuwakamatsu city,A173,Wild birds and animals,Ducks,2012-09-19,2012-10-03,ND,<6.1E+00,ND,<5.2E+00,,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B034,Wild birds and animals,Pheasant,2012-09-19,2012-10-03,,,,,2.1E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B322,Wild birds and animals,Black bear,2012-09-19,2012-10-03,,,,,2.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B622,Wild birds and animals,Pheasant,2012-09-20,2012-10-03,,,,,9.9E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B253,Wild birds and animals,Wild boar,2012-09-20,2012-11-01,,,,,2.7E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B643,Wild birds and animals,Pheasant,2012-09-22,2012-10-03,,,,,5.6E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B732,Wild birds and animals,Copper pheasant,2012-09-23,2012-10-03,,,,,1.4E+01,,,
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B372,Wild birds and animals,Wild boar,2012-09-24,2012-10-03,,,,,1.2E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Nishiaizu town,A351,Wild birds and animals,Black bear,2012-09-24,2012-10-03,ND,<5.9E+00,,,,,,
Fukushima prefecture,Fukushima prefecture,Iwaki,Iwaki city,E352,Wild birds and animals,Wild boar,2012-09-24,2012-10-17,,,,,3.2E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Nishiaizu town,A351,Wild birds and animals,Black bear,2012-09-25,2012-10-17,ND,<5.1E+00,,,,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B154,Wild birds and animals,Ducks,2012-09-27,2012-10-17,,,,,7.3E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B251,Wild birds and animals,Wild boar,2012-09-27,2012-11-01,,,,,2.3E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B373,Wild birds and animals,Wild boar,2012-09-28,2012-10-17,,,,,2.3E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kennan,Higashishirakawa county Hanawa town,E334,Wild birds and animals,Ducks,2012-09-30,2012-10-17,ND,<5.2E+00,ND,<4.2E+00,,,,
Fukushima prefecture,Fukushima prefecture,Kennan,Higashishirakawa county Hanawa town,E234,Wild birds and animals,Pheasant,2012-09-30,2012-10-17,ND,<4.8E+00,ND,<4.3E+00,,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B253,Wild birds and animals,Wild boar,2012-09-30,2012-11-01,,,,,2.7E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Ishikawa county Furudono town,E542,Wild birds and animals,Wild boar,2012-10-01,2012-10-17,,,,,4.0E+01,,Exceeded reference value,"Over 500 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012."
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E741,Wild birds and animals,Wild boar,2012-10-01,2012-10-17,,,,,1.8E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B324,Wild birds and animals,Black bear,2012-10-03,2012-10-17,,,,,6.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B121,Wild birds and animals,Black bear,2012-10-04,2012-10-17,,,,,6.0E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B422,Wild birds and animals,Black bear,2012-10-04,2012-11-01,,,,,6.6E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B253,Wild birds and animals,Wild boar,2012-10-06,2012-11-01,,,,,3.2E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B324,Wild birds and animals,Wild boar,2012-10-06,2012-11-01,,,,,4.2E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Nishiaizu town,A451,Wild birds and animals,Black bear,2012-10-06,2012-11-01,ND,<5.9E+00,ND,<5.5E+00,,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B541,Wild birds and animals,Ducks,2012-10-07,2012-11-01,,,,,4.7E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B541,Wild birds and animals,Pheasant,2012-10-07,2012-11-01,ND,<6.7E+00,,,,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Onuma county Aizumisato town,A163,Wild birds and animals,Black bear,2012-10-07,2012-11-01,,,,,9.3E+01,,,
Fukushima prefecture,Fukushima prefecture,Kennan,Nishishirakawa county Nishigo village,E602,Wild birds and animals,Wild boar,2012-10-09,2012-10-17,,,,,4.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date city,B553,Wild birds and animals,Ducks,2012-10-09,2012-11-01,,,,,4.3E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B522,Wild birds and animals,Black bear,2012-10-09,2012-11-01,,,,,1.1E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Nishiaizu town,A253,Wild birds and animals,Black bear,2012-10-10,2012-11-01,,,,,2.3E+01,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Nishiaizu town,A253,Wild birds and animals,Black bear,2012-10-11,2012-11-01,ND,<4.3E+00,,,,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Kawanuma county Yanaizu town,A152,Wild birds and animals,Black bear,2012-10-11,2012-11-01,,,,,7.4E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Date city,B551,Wild birds and animals,Pheasant,2012-10-12,2012-12-06,,,,,8.5E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B243,Wild birds and animals,Wild boar,2012-10-13,2012-11-01,,,,,1.3E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B522,Wild birds and animals,Ducks,2012-10-14,2012-11-01,,,,,3.9E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B524,Wild birds and animals,Ducks,2012-10-14,2012-11-01,,,,,4.7E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B533,Wild birds and animals,Wild boar,2012-10-15,2012-11-01,,,,,9.0E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B541,Wild birds and animals,Copper pheasant,2012-10-15,2012-11-01,,,,,5.0E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Ishikawa county Ishikawa town,E533,Wild birds and animals,Wild boar,2012-10-16,2012-11-01,,,,,8.8E+01,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Inawashiro town,B211,Wild birds and animals,Ducks,2012-10-16,2012-11-01,,,,,2.0E+01,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Nishiaizu town,A253,Wild birds and animals,Black bear,2012-10-16,2012-11-01,,,,,1.3E+01,,,
Fukushima prefecture,Fukushima prefecture,Iwaki,Iwaki city,E354,Wild birds and animals,Pheasant,2012-10-17,2012-11-01,,,,,9.5E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E732,Wild birds and animals,Wild boar,2012-10-18,2012-11-01,,,,,7.1E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B253,Wild birds and animals,Wild boar,2012-10-18,2012-11-01,,,,,2.6E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Minamiaizu,Minamiaizu county Hinoemata village,D431,Wild birds and animals,Black bear,2012-10-18,2012-11-01,,,,,6.3E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E734,Wild birds and animals,Wild boar,2012-10-20,2012-11-01,,,,,7.3E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Ishikawa county Ishikawa town,E533,Wild birds and animals,Wild boar,2012-10-21,2012-11-01,,,,,2.2E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,B012,Wild birds and animals,Wild boar,2012-10-23,2012-11-01,,,,,3.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B253,Wild birds and animals,Wild boar,2012-10-23,2012-12-06,,,,,1.8E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
